position,frequency
1444,15546.97265625
1445,15557.7392578125
1446,15568.505859375
1447,15579.2724609375
1448,15590.0390625
1449,15600.8056640625
1450,15611.572265625
1451,15622.3388671875
1452,15633.10546875
1453,15643.8720703125
1454,15654.638671875
1455,15665.4052734375
1456,15676.171875
1457,15686.9384765625
1458,15697.705078125
1459,15708.4716796875
1460,15719.23828125
1461,15730.0048828125
1462,15740.771484375
1463,15751.5380859375
1464,15762.3046875
1465,15773.0712890625
1466,15783.837890625
1467,15794.6044921875
1468,15805.37109375
1469,15816.1376953125
1470,15826.904296875
1471,15837.6708984375
1472,15848.4375
1473,15859.2041015625
1474,15869.970703125
1475,15880.7373046875
1476,15891.50390625
1477,15902.2705078125
1478,15913.037109375
1479,15923.8037109375
1480,15934.5703125
1481,15945.3369140625
1482,15956.103515625
1483,15966.8701171875
1484,15977.63671875
1485,15988.4033203125
1486,15999.169921875
1487,16009.9365234375
1488,16020.703125
1489,16031.4697265625
1490,16042.236328125
1491,16053.0029296875
1492,16063.76953125
1493,16074.5361328125
1494,16085.302734375
1495,16096.0693359375
1496,16106.8359375
1497,16117.6025390625
1498,16128.369140625
1499,16139.1357421875
1500,16149.90234375
1501,16160.6689453125
1502,16171.435546875
1503,16182.2021484375
1504,16192.96875
1505,16203.7353515625
1506,16214.501953125
1507,16225.2685546875
1508,16236.03515625
1509,16246.8017578125
1510,16257.568359375
1511,16268.3349609375
1512,16279.1015625
1513,16289.8681640625
1514,16300.634765625
1515,16311.4013671875
1516,16322.16796875
1517,16332.9345703125
1518,16343.701171875
1519,16354.4677734375
1520,16365.234375
1521,16376.0009765625
1522,16386.767578125
1523,16397.5341796875
1524,16408.30078125
1525,16419.0673828125
1526,16429.833984375
1527,16440.6005859375
1528,16451.3671875
1529,16462.1337890625
1530,16472.900390625
1531,16483.6669921875
1532,16494.43359375
1533,16505.2001953125
1534,16515.966796875
1535,16526.7333984375
1536,16537.5
1537,16548.2666015625
1538,16559.033203125
1539,16569.7998046875
1540,16580.56640625
1541,16591.3330078125
1542,16602.099609375
1543,16612.8662109375
1544,16623.6328125
1545,16634.3994140625
1546,16645.166015625
1547,16655.9326171875
1548,16666.69921875
1549,16677.4658203125
1550,16688.232421875
1551,16698.9990234375
1552,16709.765625
1553,16720.5322265625
1554,16731.298828125
1555,16742.0654296875
1556,16752.83203125
1557,16763.5986328125
1558,16774.365234375
1559,16785.1318359375
1560,16795.8984375
1561,16806.6650390625
1562,16817.431640625
1563,16828.1982421875
1564,16838.96484375
1565,16849.7314453125
1566,16860.498046875
1567,16871.2646484375
1568,16882.03125
1569,16892.7978515625
1570,16903.564453125
1571,16914.3310546875
1572,16925.09765625
1573,16935.8642578125
1574,16946.630859375
1575,16957.3974609375
1576,16968.1640625
1577,16978.9306640625
1578,16989.697265625
1579,17000.4638671875
1580,17011.23046875
1581,17021.9970703125
1582,17032.763671875
1583,17043.5302734375
1584,17054.296875
1585,17065.0634765625
1586,17075.830078125
1587,17086.5966796875
1588,17097.36328125
1589,17108.1298828125
1590,17118.896484375
1591,17129.6630859375
1592,17140.4296875
1593,17151.1962890625
1594,17161.962890625
1595,17172.7294921875
1596,17183.49609375
1597,17194.2626953125
1598,17205.029296875
1599,17215.7958984375
1600,17226.5625
1601,17237.3291015625
1602,17248.095703125
1603,17258.8623046875
1604,17269.62890625
1605,17280.3955078125
1606,17291.162109375
1607,17301.9287109375
1608,17312.6953125
1609,17323.4619140625
1610,17334.228515625
1611,17344.9951171875
1612,17355.76171875
1613,17366.5283203125
1614,17377.294921875
1615,17388.0615234375
1616,17398.828125
1617,17409.5947265625
1618,17420.361328125
1619,17431.1279296875
1620,17441.89453125
1621,17452.6611328125
1622,17463.427734375
1623,17474.1943359375
1624,17484.9609375
1625,17495.7275390625
1626,17506.494140625
1627,17517.2607421875
1628,17528.02734375
1629,17538.7939453125
1630,17549.560546875
1631,17560.3271484375
1632,17571.09375
1633,17581.8603515625
1634,17592.626953125
1635,17603.3935546875
1636,17614.16015625
1637,17624.9267578125
1638,17635.693359375
1639,17646.4599609375
1640,17657.2265625
1641,17667.9931640625
1642,17678.759765625
1643,17689.5263671875
1644,17700.29296875
1645,17711.0595703125
1646,17721.826171875
1647,17732.5927734375
1648,17743.359375
1649,17754.1259765625
1650,17764.892578125
1651,17775.6591796875
1652,17786.42578125
1653,17797.1923828125
1654,17807.958984375
1655,17818.7255859375
1656,17829.4921875
1657,17840.2587890625
1658,17851.025390625
1659,17861.7919921875
1660,17872.55859375
1661,17883.3251953125
1662,17894.091796875
1663,17904.8583984375
1664,17915.625
1665,17926.3916015625
1666,17937.158203125
1667,17947.9248046875
1668,17958.69140625
1669,17969.4580078125
1670,17980.224609375
1671,17990.9912109375
1672,18001.7578125
1673,18012.5244140625
1674,18023.291015625
1675,18034.0576171875
1676,18044.82421875
1677,18055.5908203125
1678,18066.357421875
1679,18077.1240234375
1680,18087.890625
1681,18098.6572265625
1682,18109.423828125
1683,18120.1904296875
1684,18130.95703125
1685,18141.7236328125
1686,18152.490234375
1687,18163.2568359375
1688,18174.0234375
1689,18184.7900390625
1690,18195.556640625
1691,18206.3232421875
1692,18217.08984375
1693,18227.8564453125
1694,18238.623046875
1695,18249.3896484375
1696,18260.15625
1697,18270.9228515625
1698,18281.689453125
1699,18292.4560546875
1700,18303.22265625
1701,18313.9892578125
1702,18324.755859375
1703,18335.5224609375
1704,18346.2890625
1705,18357.0556640625
1706,18367.822265625
1707,18378.5888671875
1708,18389.35546875
1709,18400.1220703125
1710,18410.888671875
1711,18421.6552734375
1712,18432.421875
1713,18443.1884765625
1714,18453.955078125
1715,18464.7216796875
1716,18475.48828125
1717,18486.2548828125
1718,18497.021484375
1719,18507.7880859375
1720,18518.5546875
1721,18529.3212890625
1722,18540.087890625
1723,18550.8544921875
1724,18561.62109375
1725,18572.3876953125
1726,18583.154296875
1727,18593.9208984375
1728,18604.6875
1729,18615.4541015625
1730,18626.220703125
1731,18636.9873046875
1732,18647.75390625
1733,18658.5205078125
1734,18669.287109375
1735,18680.0537109375
1736,18690.8203125
1737,18701.5869140625
1738,18712.353515625
1739,18723.1201171875
1740,18733.88671875
1741,18744.6533203125
1742,18755.419921875
1743,18766.1865234375
1744,18776.953125
1745,18787.7197265625
1746,18798.486328125
1747,18809.2529296875
1748,18820.01953125
1749,18830.7861328125
1750,18841.552734375
1751,18852.3193359375
1752,18863.0859375
1753,18873.8525390625
1754,18884.619140625
1755,18895.3857421875
1756,18906.15234375
1757,18916.9189453125
1758,18927.685546875
1759,18938.4521484375
1760,18949.21875
1761,18959.9853515625
1762,18970.751953125
1763,18981.5185546875
1764,18992.28515625
1765,19003.0517578125
1766,19013.818359375
1767,19024.5849609375
1768,19035.3515625
1769,19046.1181640625
1770,19056.884765625
1771,19067.6513671875
1772,19078.41796875
1773,19089.1845703125
1774,19099.951171875
1775,19110.7177734375
1776,19121.484375
1777,19132.2509765625
1778,19143.017578125
1779,19153.7841796875
1780,19164.55078125
1781,19175.3173828125
1782,19186.083984375
1783,19196.8505859375
1784,19207.6171875
1785,19218.3837890625
1786,19229.150390625
1787,19239.9169921875
1788,19250.68359375
1789,19261.4501953125
1790,19272.216796875
1791,19282.9833984375
1792,19293.75
1793,19304.5166015625
1794,19315.283203125
1795,19326.0498046875
1796,19336.81640625
1797,19347.5830078125
1798,19358.349609375
1799,19369.1162109375
1800,19379.8828125
1801,19390.6494140625
1802,19401.416015625
1803,19412.1826171875
1804,19422.94921875
1805,19433.7158203125
1806,19444.482421875
1807,19455.2490234375
1808,19466.015625
1809,19476.7822265625
1810,19487.548828125
1811,19498.3154296875
1812,19509.08203125
1813,19519.8486328125
1814,19530.615234375
1815,19541.3818359375
1816,19552.1484375
1817,19562.9150390625
1818,19573.681640625
1819,19584.4482421875
1820,19595.21484375
1821,19605.9814453125
1822,19616.748046875
1823,19627.5146484375
1824,19638.28125
1825,19649.0478515625
1826,19659.814453125
1827,19670.5810546875
1828,19681.34765625
1829,19692.1142578125
1830,19702.880859375
1831,19713.6474609375
1832,19724.4140625
1833,19735.1806640625
1834,19745.947265625
1835,19756.7138671875
1836,19767.48046875
1837,19778.2470703125
1838,19789.013671875
1839,19799.7802734375
1840,19810.546875
1841,19821.3134765625
1842,19832.080078125
1843,19842.8466796875
1844,19853.61328125
1845,19864.3798828125
1846,19875.146484375
1847,19885.9130859375
1848,19896.6796875
1849,19907.4462890625
1850,19918.212890625
1851,19928.9794921875
1852,19939.74609375
1853,19950.5126953125
1854,19961.279296875
1855,19972.0458984375
1856,19982.8125
1857,19993.5791015625
1858,20004.345703125
1859,20015.1123046875
1860,20025.87890625
1861,20036.6455078125
1862,20047.412109375
1863,20058.1787109375
1864,20068.9453125
1865,20079.7119140625
1866,20090.478515625
1867,20101.2451171875
1868,20112.01171875
1869,20122.7783203125
1870,20133.544921875
1871,20144.3115234375
1872,20155.078125
1873,20165.8447265625
1874,20176.611328125
1875,20187.3779296875
1876,20198.14453125
1877,20208.9111328125
1878,20219.677734375
1879,20230.4443359375
1880,20241.2109375
1881,20251.9775390625
1882,20262.744140625
1883,20273.5107421875
1884,20284.27734375
1885,20295.0439453125
1886,20305.810546875
1887,20316.5771484375
1888,20327.34375
1889,20338.1103515625
1890,20348.876953125
1891,20359.6435546875
1892,20370.41015625
1893,20381.1767578125
1894,20391.943359375
1895,20402.7099609375
1896,20413.4765625
1897,20424.2431640625
1898,20435.009765625
1899,20445.7763671875
1900,20456.54296875
1901,20467.3095703125
1902,20478.076171875
1903,20488.8427734375
1904,20499.609375
1905,20510.3759765625
1906,20521.142578125
1907,20531.9091796875
1908,20542.67578125
1909,20553.4423828125
1910,20564.208984375
1911,20574.9755859375
1912,20585.7421875
1913,20596.5087890625
1914,20607.275390625
1915,20618.0419921875
1916,20628.80859375
1917,20639.5751953125
1918,20650.341796875
1919,20661.1083984375
1920,20671.875
1921,20682.6416015625
1922,20693.408203125
1923,20704.1748046875
1924,20714.94140625
1925,20725.7080078125
1926,20736.474609375
1927,20747.2412109375
1928,20758.0078125
1929,20768.7744140625
1930,20779.541015625
1931,20790.3076171875
1932,20801.07421875
1933,20811.8408203125
1934,20822.607421875
1935,20833.3740234375
1936,20844.140625
1937,20854.9072265625
1938,20865.673828125
1939,20876.4404296875
1940,20887.20703125
1941,20897.9736328125
1942,20908.740234375
1943,20919.5068359375
1944,20930.2734375
1945,20941.0400390625
1946,20951.806640625
1947,20962.5732421875
1948,20973.33984375
1949,20984.1064453125
1950,20994.873046875
1951,21005.6396484375
1952,21016.40625
1953,21027.1728515625
1954,21037.939453125
1955,21048.7060546875
1956,21059.47265625
1957,21070.2392578125
1958,21081.005859375
1959,21091.7724609375
1960,21102.5390625
1961,21113.3056640625
1962,21124.072265625
1963,21134.8388671875
1964,21145.60546875
1965,21156.3720703125
1966,21167.138671875
1967,21177.9052734375
1968,21188.671875
1969,21199.4384765625
1970,21210.205078125
1971,21220.9716796875
1972,21231.73828125
1973,21242.5048828125
1974,21253.271484375
1975,21264.0380859375
1976,21274.8046875
1977,21285.5712890625
1978,21296.337890625
1979,21307.1044921875
1980,21317.87109375
1981,21328.6376953125
1982,21339.404296875
1983,21350.1708984375
1984,21360.9375
1985,21371.7041015625
1986,21382.470703125
1987,21393.2373046875
1988,21404.00390625
1989,21414.7705078125
1990,21425.537109375
1991,21436.3037109375
1992,21447.0703125
1993,21457.8369140625
1994,21468.603515625
1995,21479.3701171875
1996,21490.13671875
1997,21500.9033203125
1998,21511.669921875
1999,21522.4365234375
2000,21533.203125
2001,21543.9697265625
2002,21554.736328125
2003,21565.5029296875
2004,21576.26953125
2005,21587.0361328125
2006,21597.802734375
2007,21608.5693359375
2008,21619.3359375
2009,21630.1025390625
2010,21640.869140625
2011,21651.6357421875
2012,21662.40234375
2013,21673.1689453125
2014,21683.935546875
2015,21694.7021484375
2016,21705.46875
2017,21716.2353515625
2018,21727.001953125
2019,21737.7685546875
2020,21748.53515625
2021,21759.3017578125
2022,21770.068359375
2023,21780.8349609375
2024,21791.6015625
2025,21802.3681640625
2026,21813.134765625
2027,21823.9013671875
2028,21834.66796875
2029,21845.4345703125
2030,21856.201171875
2031,21866.9677734375
2032,21877.734375
2033,21888.5009765625
2034,21899.267578125
2035,21910.0341796875
2036,21920.80078125
2037,21931.5673828125
2038,21942.333984375
2039,21953.1005859375
2040,21963.8671875
2041,21974.6337890625
2042,21985.400390625
2043,21996.1669921875
2044,22006.93359375
2045,22017.7001953125
2046,22028.466796875
2047,22039.2333984375
2048,-22050.0
2049,-22039.2333984375
2050,-22028.466796875
2051,-22017.7001953125
2052,-22006.93359375
2053,-21996.1669921875
2054,-21985.400390625
2055,-21974.6337890625
2056,-21963.8671875
2057,-21953.1005859375
2058,-21942.333984375
2059,-21931.5673828125
2060,-21920.80078125
2061,-21910.0341796875
2062,-21899.267578125
2063,-21888.5009765625
2064,-21877.734375
2065,-21866.9677734375
2066,-21856.201171875
2067,-21845.4345703125
2068,-21834.66796875
2069,-21823.9013671875
2070,-21813.134765625
2071,-21802.3681640625
2072,-21791.6015625
2073,-21780.8349609375
2074,-21770.068359375
2075,-21759.3017578125
2076,-21748.53515625
2077,-21737.7685546875
2078,-21727.001953125
2079,-21716.2353515625
2080,-21705.46875
2081,-21694.7021484375
2082,-21683.935546875
2083,-21673.1689453125
2084,-21662.40234375
2085,-21651.6357421875
2086,-21640.869140625
2087,-21630.1025390625
2088,-21619.3359375
2089,-21608.5693359375
2090,-21597.802734375
2091,-21587.0361328125
2092,-21576.26953125
2093,-21565.5029296875
2094,-21554.736328125
2095,-21543.9697265625
2096,-21533.203125
2097,-21522.4365234375
2098,-21511.669921875
2099,-21500.9033203125
2100,-21490.13671875
2101,-21479.3701171875
2102,-21468.603515625
2103,-21457.8369140625
2104,-21447.0703125
2105,-21436.3037109375
2106,-21425.537109375
2107,-21414.7705078125
2108,-21404.00390625
2109,-21393.2373046875
2110,-21382.470703125
2111,-21371.7041015625
2112,-21360.9375
2113,-21350.1708984375
2114,-21339.404296875
2115,-21328.6376953125
2116,-21317.87109375
2117,-21307.1044921875
2118,-21296.337890625
2119,-21285.5712890625
2120,-21274.8046875
2121,-21264.0380859375
2122,-21253.271484375
2123,-21242.5048828125
2124,-21231.73828125
2125,-21220.9716796875
2126,-21210.205078125
2127,-21199.4384765625
2128,-21188.671875
2129,-21177.9052734375
2130,-21167.138671875
2131,-21156.3720703125
2132,-21145.60546875
2133,-21134.8388671875
2134,-21124.072265625
2135,-21113.3056640625
2136,-21102.5390625
2137,-21091.7724609375
2138,-21081.005859375
2139,-21070.2392578125
2140,-21059.47265625
2141,-21048.7060546875
2142,-21037.939453125
2143,-21027.1728515625
2144,-21016.40625
2145,-21005.6396484375
2146,-20994.873046875
2147,-20984.1064453125
2148,-20973.33984375
2149,-20962.5732421875
2150,-20951.806640625
2151,-20941.0400390625
2152,-20930.2734375
2153,-20919.5068359375
2154,-20908.740234375
2155,-20897.9736328125
2156,-20887.20703125
2157,-20876.4404296875
2158,-20865.673828125
2159,-20854.9072265625
2160,-20844.140625
2161,-20833.3740234375
2162,-20822.607421875
2163,-20811.8408203125
2164,-20801.07421875
2165,-20790.3076171875
2166,-20779.541015625
2167,-20768.7744140625
2168,-20758.0078125
2169,-20747.2412109375
2170,-20736.474609375
2171,-20725.7080078125
2172,-20714.94140625
2173,-20704.1748046875
2174,-20693.408203125
2175,-20682.6416015625
2176,-20671.875
2177,-20661.1083984375
2178,-20650.341796875
2179,-20639.5751953125
2180,-20628.80859375
2181,-20618.0419921875
2182,-20607.275390625
2183,-20596.5087890625
2184,-20585.7421875
2185,-20574.9755859375
2186,-20564.208984375
2187,-20553.4423828125
2188,-20542.67578125
2189,-20531.9091796875
2190,-20521.142578125
2191,-20510.3759765625
2192,-20499.609375
2193,-20488.8427734375
2194,-20478.076171875
2195,-20467.3095703125
2196,-20456.54296875
2197,-20445.7763671875
2198,-20435.009765625
2199,-20424.2431640625
2200,-20413.4765625
2201,-20402.7099609375
2202,-20391.943359375
2203,-20381.1767578125
2204,-20370.41015625
2205,-20359.6435546875
2206,-20348.876953125
2207,-20338.1103515625
2208,-20327.34375
2209,-20316.5771484375
2210,-20305.810546875
2211,-20295.0439453125
2212,-20284.27734375
2213,-20273.5107421875
2214,-20262.744140625
2215,-20251.9775390625
2216,-20241.2109375
2217,-20230.4443359375
2218,-20219.677734375
2219,-20208.9111328125
2220,-20198.14453125
2221,-20187.3779296875
2222,-20176.611328125
2223,-20165.8447265625
2224,-20155.078125
2225,-20144.3115234375
2226,-20133.544921875
2227,-20122.7783203125
2228,-20112.01171875
2229,-20101.2451171875
2230,-20090.478515625
2231,-20079.7119140625
2232,-20068.9453125
2233,-20058.1787109375
2234,-20047.412109375
2235,-20036.6455078125
2236,-20025.87890625
2237,-20015.1123046875
2238,-20004.345703125
2239,-19993.5791015625
2240,-19982.8125
2241,-19972.0458984375
2242,-19961.279296875
2243,-19950.5126953125
2244,-19939.74609375
2245,-19928.9794921875
2246,-19918.212890625
2247,-19907.4462890625
2248,-19896.6796875
2249,-19885.9130859375
2250,-19875.146484375
2251,-19864.3798828125
2252,-19853.61328125
2253,-19842.8466796875
2254,-19832.080078125
2255,-19821.3134765625
2256,-19810.546875
2257,-19799.7802734375
2258,-19789.013671875
2259,-19778.2470703125
2260,-19767.48046875
2261,-19756.7138671875
2262,-19745.947265625
2263,-19735.1806640625
2264,-19724.4140625
2265,-19713.6474609375
2266,-19702.880859375
2267,-19692.1142578125
2268,-19681.34765625
2269,-19670.5810546875
2270,-19659.814453125
2271,-19649.0478515625
2272,-19638.28125
2273,-19627.5146484375
2274,-19616.748046875
2275,-19605.9814453125
2276,-19595.21484375
2277,-19584.4482421875
2278,-19573.681640625
2279,-19562.9150390625
2280,-19552.1484375
2281,-19541.3818359375
2282,-19530.615234375
2283,-19519.8486328125
2284,-19509.08203125
2285,-19498.3154296875
2286,-19487.548828125
2287,-19476.7822265625
2288,-19466.015625
2289,-19455.2490234375
2290,-19444.482421875
2291,-19433.7158203125
2292,-19422.94921875
2293,-19412.1826171875
2294,-19401.416015625
2295,-19390.6494140625
2296,-19379.8828125
2297,-19369.1162109375
2298,-19358.349609375
2299,-19347.5830078125
2300,-19336.81640625
2301,-19326.0498046875
2302,-19315.283203125
2303,-19304.5166015625
2304,-19293.75
2305,-19282.9833984375
2306,-19272.216796875
2307,-19261.4501953125
2308,-19250.68359375
2309,-19239.9169921875
2310,-19229.150390625
2311,-19218.3837890625
2312,-19207.6171875
2313,-19196.8505859375
2314,-19186.083984375
2315,-19175.3173828125
2316,-19164.55078125
2317,-19153.7841796875
2318,-19143.017578125
2319,-19132.2509765625
2320,-19121.484375
2321,-19110.7177734375
2322,-19099.951171875
2323,-19089.1845703125
2324,-19078.41796875
2325,-19067.6513671875
2326,-19056.884765625
2327,-19046.1181640625
2328,-19035.3515625
2329,-19024.5849609375
2330,-19013.818359375
2331,-19003.0517578125
2332,-18992.28515625
2333,-18981.5185546875
2334,-18970.751953125
2335,-18959.9853515625
2336,-18949.21875
2337,-18938.4521484375
2338,-18927.685546875
2339,-18916.9189453125
2340,-18906.15234375
2341,-18895.3857421875
2342,-18884.619140625
2343,-18873.8525390625
2344,-18863.0859375
2345,-18852.3193359375
2346,-18841.552734375
2347,-18830.7861328125
2348,-18820.01953125
2349,-18809.2529296875
2350,-18798.486328125
2351,-18787.7197265625
2352,-18776.953125
2353,-18766.1865234375
2354,-18755.419921875
2355,-18744.6533203125
2356,-18733.88671875
2357,-18723.1201171875
2358,-18712.353515625
2359,-18701.5869140625
2360,-18690.8203125
2361,-18680.0537109375
2362,-18669.287109375
2363,-18658.5205078125
2364,-18647.75390625
2365,-18636.9873046875
2366,-18626.220703125
2367,-18615.4541015625
2368,-18604.6875
2369,-18593.9208984375
2370,-18583.154296875
2371,-18572.3876953125
2372,-18561.62109375
2373,-18550.8544921875
2374,-18540.087890625
2375,-18529.3212890625
2376,-18518.5546875
2377,-18507.7880859375
2378,-18497.021484375
2379,-18486.2548828125
2380,-18475.48828125
2381,-18464.7216796875
2382,-18453.955078125
2383,-18443.1884765625
2384,-18432.421875
2385,-18421.6552734375
2386,-18410.888671875
2387,-18400.1220703125
2388,-18389.35546875
2389,-18378.5888671875
2390,-18367.822265625
2391,-18357.0556640625
2392,-18346.2890625
2393,-18335.5224609375
2394,-18324.755859375
2395,-18313.9892578125
2396,-18303.22265625
2397,-18292.4560546875
2398,-18281.689453125
2399,-18270.9228515625
2400,-18260.15625
2401,-18249.3896484375
2402,-18238.623046875
2403,-18227.8564453125
2404,-18217.08984375
2405,-18206.3232421875
2406,-18195.556640625
2407,-18184.7900390625
2408,-18174.0234375
2409,-18163.2568359375
2410,-18152.490234375
2411,-18141.7236328125
2412,-18130.95703125
2413,-18120.1904296875
2414,-18109.423828125
2415,-18098.6572265625
2416,-18087.890625
2417,-18077.1240234375
2418,-18066.357421875
2419,-18055.5908203125
2420,-18044.82421875
2421,-18034.0576171875
2422,-18023.291015625
2423,-18012.5244140625
2424,-18001.7578125
2425,-17990.9912109375
2426,-17980.224609375
2427,-17969.4580078125
2428,-17958.69140625
2429,-17947.9248046875
2430,-17937.158203125
2431,-17926.3916015625
2432,-17915.625
2433,-17904.8583984375
2434,-17894.091796875
2435,-17883.3251953125
2436,-17872.55859375
2437,-17861.7919921875
2438,-17851.025390625
2439,-17840.2587890625
2440,-17829.4921875
2441,-17818.7255859375
2442,-17807.958984375
2443,-17797.1923828125
2444,-17786.42578125
2445,-17775.6591796875
2446,-17764.892578125
2447,-17754.1259765625
2448,-17743.359375
2449,-17732.5927734375
2450,-17721.826171875
2451,-17711.0595703125
2452,-17700.29296875
2453,-17689.5263671875
2454,-17678.759765625
2455,-17667.9931640625
2456,-17657.2265625
2457,-17646.4599609375
2458,-17635.693359375
2459,-17624.9267578125
2460,-17614.16015625
2461,-17603.3935546875
2462,-17592.626953125
2463,-17581.8603515625
2464,-17571.09375
2465,-17560.3271484375
2466,-17549.560546875
2467,-17538.7939453125
2468,-17528.02734375
2469,-17517.2607421875
2470,-17506.494140625
2471,-17495.7275390625
2472,-17484.9609375
2473,-17474.1943359375
2474,-17463.427734375
2475,-17452.6611328125
2476,-17441.89453125
2477,-17431.1279296875
2478,-17420.361328125
2479,-17409.5947265625
2480,-17398.828125
2481,-17388.0615234375
2482,-17377.294921875
2483,-17366.5283203125
2484,-17355.76171875
2485,-17344.9951171875
2486,-17334.228515625
2487,-17323.4619140625
2488,-17312.6953125
2489,-17301.9287109375
2490,-17291.162109375
2491,-17280.3955078125
2492,-17269.62890625
2493,-17258.8623046875
2494,-17248.095703125
2495,-17237.3291015625
2496,-17226.5625
2497,-17215.7958984375
2498,-17205.029296875
2499,-17194.2626953125
2500,-17183.49609375
2501,-17172.7294921875
2502,-17161.962890625
2503,-17151.1962890625
2504,-17140.4296875
2505,-17129.6630859375
2506,-17118.896484375
2507,-17108.1298828125
2508,-17097.36328125
2509,-17086.5966796875
2510,-17075.830078125
2511,-17065.0634765625
2512,-17054.296875
2513,-17043.5302734375
2514,-17032.763671875
2515,-17021.9970703125
2516,-17011.23046875
2517,-17000.4638671875
2518,-16989.697265625
2519,-16978.9306640625
2520,-16968.1640625
2521,-16957.3974609375
2522,-16946.630859375
2523,-16935.8642578125
2524,-16925.09765625
2525,-16914.3310546875
2526,-16903.564453125
2527,-16892.7978515625
2528,-16882.03125
2529,-16871.2646484375
2530,-16860.498046875
2531,-16849.7314453125
2532,-16838.96484375
2533,-16828.1982421875
2534,-16817.431640625
2535,-16806.6650390625
2536,-16795.8984375
2537,-16785.1318359375
2538,-16774.365234375
2539,-16763.5986328125
2540,-16752.83203125
2541,-16742.0654296875
2542,-16731.298828125
2543,-16720.5322265625
2544,-16709.765625
2545,-16698.9990234375
2546,-16688.232421875
2547,-16677.4658203125
2548,-16666.69921875
2549,-16655.9326171875
2550,-16645.166015625
2551,-16634.3994140625
2552,-16623.6328125
2553,-16612.8662109375
2554,-16602.099609375
2555,-16591.3330078125
2556,-16580.56640625
2557,-16569.7998046875
2558,-16559.033203125
2559,-16548.2666015625
2560,-16537.5
2561,-16526.7333984375
2562,-16515.966796875
2563,-16505.2001953125
2564,-16494.43359375
2565,-16483.6669921875
2566,-16472.900390625
2567,-16462.1337890625
2568,-16451.3671875
2569,-16440.6005859375
2570,-16429.833984375
2571,-16419.0673828125
2572,-16408.30078125
2573,-16397.5341796875
2574,-16386.767578125
2575,-16376.0009765625
2576,-16365.234375
2577,-16354.4677734375
2578,-16343.701171875
2579,-16332.9345703125
2580,-16322.16796875
2581,-16311.4013671875
2582,-16300.634765625
2583,-16289.8681640625
2584,-16279.1015625
2585,-16268.3349609375
2586,-16257.568359375
2587,-16246.8017578125
2588,-16236.03515625
2589,-16225.2685546875
2590,-16214.501953125
2591,-16203.7353515625
2592,-16192.96875
2593,-16182.2021484375
2594,-16171.435546875
2595,-16160.6689453125
2596,-16149.90234375
2597,-16139.1357421875
2598,-16128.369140625
2599,-16117.6025390625
2600,-16106.8359375
2601,-16096.0693359375
2602,-16085.302734375
2603,-16074.5361328125
2604,-16063.76953125
2605,-16053.0029296875
2606,-16042.236328125
2607,-16031.4697265625
2608,-16020.703125
2609,-16009.9365234375
2610,-15999.169921875
2611,-15988.4033203125
2612,-15977.63671875
2613,-15966.8701171875
2614,-15956.103515625
2615,-15945.3369140625
2616,-15934.5703125
2617,-15923.8037109375
2618,-15913.037109375
2619,-15902.2705078125
2620,-15891.50390625
2621,-15880.7373046875
2622,-15869.970703125
2623,-15859.2041015625
2624,-15848.4375
2625,-15837.6708984375
2626,-15826.904296875
2627,-15816.1376953125
2628,-15805.37109375
2629,-15794.6044921875
2630,-15783.837890625
2631,-15773.0712890625
2632,-15762.3046875
2633,-15751.5380859375
2634,-15740.771484375
2635,-15730.0048828125
2636,-15719.23828125
2637,-15708.4716796875
2638,-15697.705078125
2639,-15686.9384765625
2640,-15676.171875
2641,-15665.4052734375
2642,-15654.638671875
2643,-15643.8720703125
2644,-15633.10546875
2645,-15622.3388671875
2646,-15611.572265625
2647,-15600.8056640625
2648,-15590.0390625
2649,-15579.2724609375
2650,-15568.505859375
2651,-15557.7392578125
2652,-15546.97265625
2653,-15536.2060546875
2654,-15525.439453125
2655,-15514.6728515625
2656,-15503.90625
2657,-15493.1396484375
2658,-15482.373046875
2659,-15471.6064453125
2660,-15460.83984375
2661,-15450.0732421875
2662,-15439.306640625
2663,-15428.5400390625
2664,-15417.7734375
2665,-15407.0068359375
2666,-15396.240234375
2667,-15385.4736328125
2668,-15374.70703125
2669,-15363.9404296875
2670,-15353.173828125
2671,-15342.4072265625
2672,-15331.640625
2673,-15320.8740234375
2674,-15310.107421875
2675,-15299.3408203125
2676,-15288.57421875
2677,-15277.8076171875
2678,-15267.041015625
2679,-15256.2744140625
2680,-15245.5078125
2681,-15234.7412109375
2682,-15223.974609375
2683,-15213.2080078125
2684,-15202.44140625
2685,-15191.6748046875
2686,-15180.908203125
2687,-15170.1416015625
2688,-15159.375
2689,-15148.6083984375
2690,-15137.841796875
2691,-15127.0751953125
2692,-15116.30859375
2693,-15105.5419921875
2694,-15094.775390625
2695,-15084.0087890625
2696,-15073.2421875
2697,-15062.4755859375
2698,-15051.708984375
2699,-15040.9423828125
2700,-15030.17578125
2701,-15019.4091796875
2702,-15008.642578125
2703,-14997.8759765625
2704,-14987.109375
2705,-14976.3427734375
2706,-14965.576171875
2707,-14954.8095703125
2708,-14944.04296875
2709,-14933.2763671875
2710,-14922.509765625
2711,-14911.7431640625
2712,-14900.9765625
2713,-14890.2099609375
2714,-14879.443359375
2715,-14868.6767578125
2716,-14857.91015625
2717,-14847.1435546875
2718,-14836.376953125
2719,-14825.6103515625
2720,-14814.84375
